#Recording frequency [Hz],20
#Number of samples,7255
#SCU1.ForceA.Engineering value [kN],SCU1.Encoder.Engineering value [mm]
-0.0028809607,-0.22600365
0.00586918,-0.23103142
-0.0048957169,-0.23534393
0.0026079118,-0.24114799
-0.0060185492,-0.24503517
0.0069204271,-0.2508316
-0.0056318939,-0.25629044
0.0097614825,-0.26033592
-0.012835413,-0.2675209
0.011412293,-0.27203751
-0.0047999918,-0.27603149
0.012291878,-0.28208351
-0.0034410059,-0.2859211
0.015798956,-0.29128265
0.00096461177,-0.29718781
0.008961767,-0.30116653
-0.002935797,-0.30614471
0.01244244,-0.31085396
-0.010890156,-0.31681824
0.012693793,-0.32226944
-0.0086375177,-0.32658958
0.0096897781,-0.33220482
-0.0055790246,-0.33656693
0.010721296,-0.34262466
-0.007663995,-0.3470211
0.009665519,-0.35313606
-0.0083024204,-0.35699272
0.012161106,-0.3611908
-0.0056116879,-0.36838531
0.0060231984,-0.37196541
-0.0071087778,-0.3774395
0.0055075586,-0.38180733
2.83E-05,-0.38681793
0.0036538541,-0.39236832
-0.0076279342,-0.39714813
-0.00079229474,-0.4029541
-0.0077724159,-0.40757561
0.010564953,-0.41254807
-0.0091538131,-0.41731453
0.0014971197,-0.42186356
-0.0066832006,-0.42824554
0.010880023,-0.43220139
-0.0030425489,-0.43715668
0.0053239167,-0.44272232
-0.0016407073,-0.44891548
0.0052831471,-0.45248032
-0.0076872408,-0.45788574
0.0061787069,-0.46302414
-0.0089884698,-0.46854782
-0.0011615455,-0.47276306
-0.007722348,-0.47846603
0.006387502,-0.4830761
-0.0082449615,-0.48844147
0.0078621209,-0.49474716
-0.011446506,-0.49888039
0.0080401599,-0.5032444
-0.012138993,-0.50744438
0.013217717,-0.51443863
-0.010134727,-0.51753235
0.0064172447,-0.52392578
-0.0024208724,-0.52804947
0.0026892126,-0.53330994
-0.0070065558,-0.5383606
0.010185033,-0.54390907
-0.0063126385,-0.54761124
0.0028864443,-0.55318832
-0.010349482,-0.56014633
0.0029895008,-0.56375122
-0.0077267587,-0.56861115
0.0060971081,-0.57290649
-0.0045105517,-0.57889175
0.0062494576,-0.58426666
-0.0041753352,-0.58920288
0.0012078583,-0.59434891
-0.003387779,-0.59903336
0.0090132058,-0.60308456
-0.0042114556,-0.60936737
0.0086485445,-0.61197281
0.00105533,-0.61959267
0.004666537,-0.62401581
-0.0062859952,-0.62965202
0.0071751773,-0.63379478
-0.0012409389,-0.64090157
0.0076305568,-0.64509583
-0.004848212,-0.64871597
0.0013575256,-0.65418434
-0.0023269951,-0.65916824
-0.00084355474,-0.66561127
-0.0032774508,-0.66856384
-0.0001372993,-0.67502403
-0.0053752363,-0.67905045
0.0050712526,-0.68477249
-0.0021657646,-0.68960762
0.001660496,-0.69469261
-0.0053179562,-0.69997787
0.0020806491,-0.70425987
-0.0062179863,-0.70921326
0.0073893964,-0.71383476
-0.0061499774,-0.71904755
-0.0048609674,-0.72375488
-0.0010182559,-0.73018837
0.0067404211,-0.73490906
-0.0069790781,-0.73967171
0.0012494624,-0.7437191
-0.001105696,-0.7483139
-0.0040529072,-0.75480461
0.0037042797,-0.75868034
-0.0035596192,-0.7647171
-0.0079618394,-0.76922607
-0.0013002455,-0.77402878
-0.0034240782,-0.77960968
-0.0019703805,-0.78470612
-0.0001668632,-0.79005051
0.00082853436,-0.79580688
0.0046321452,-0.79925156
-0.00060620904,-0.80515862
-0.0012633502,-0.80929947
0.0033070743,-0.81367493
-0.0029684603,-0.81863403
0.00099673867,-0.82483292
0.0016135871,-0.83074379
-0.00028285384,-0.83420563
0.0049009025,-0.83973694
-0.0033667982,-0.84427261
-0.00029936433,-0.84993935
-0.0055358708,-0.85401535
-0.003202945,-0.85841751
-0.00017091632,-0.86421585
0.0044976175,-0.86937714
-0.0052955449,-0.87409782
-0.0037446916,-0.87853241
-0.0013234913,-0.88450623
-0.00015076995,-0.88848305
-0.010672897,-0.89424324
0.009464711,-0.90044022
-0.0040034354,-0.90399361
0.001396209,-0.90932083
-0.011114329,-0.91512108
-0.00034472346,-0.91999054
-0.0048497021,-0.92323112
-0.0031712353,-0.93025017
0.0015529692,-0.93388939
0.012008816,-0.93988991
-0.006174475,-0.94458389
0.0069063604,-0.94943619
0.0053415596,-0.95398521
0.0051712692,-0.96125412
-0.0063072741,-0.96492386
0.0018281639,-0.96905327
-0.00511536,-0.97472954
0.0044514239,-0.98005104
-0.0055093467,-0.98471832
0.010556966,-0.99023056
-0.0048824251,-0.99391365
0.0046168864,-0.99986839
-0.0073318779,-1.0046959
0.0067217052,-1.0101337
-0.0056171715,-1.0136375
0.014102072,-1.0200081
-0.0072341263,-1.0243416
0.013172895,-1.0301609
0.0042522848,-1.0343895
0.0063981116,-1.0402241
-0.0036402643,-1.0455208
0.003823489,-1.0485649
-0.012864023,-1.0548744
-0.00087556243,-1.0618172
-0.0057107508,-1.0653763
0.0059463084,-1.0704193
-0.0070135295,-1.0745201
0.0028451979,-1.0805244
-0.0085333288,-1.0848713
-0.0012913048,-1.0901279
-0.0082417428,-1.0950623
0.0044892132,-1.1002083
-0.0041278899,-1.1062469
0.00066015124,-1.109787
-0.011631936,-1.1150475
0.0080324113,-1.1194992
-0.0058009326,-1.1243305
0.0082956851,-1.1292801
-0.0041051805,-1.1348648
0.0064500272,-1.140276
-0.013016075,-1.1444664
0.0053385198,-1.1496811
-0.0044533908,-1.1557922
0.0070006549,-1.1591549
-0.0056427419,-1.1648464
0.0065470636,-1.1707516
-0.014227957,-1.1748734
0.0063897073,-1.1796188
-0.0094145238,-1.1849365
0.00218907,-1.1899414
-0.0034347475,-1.195034
0.0032028854,-1.2004452
-0.0093408525,-1.2060509
-0.0023954213,-1.2107201
-0.013195187,-1.2155113
-0.0016880333,-1.220089
-0.01645723,-1.2245979
-0.004621774,-1.2294273
-0.012665063,-1.2343674
-0.0042688549,-1.2390823
-0.011783928,-1.2458458
-0.004096061,-1.2509556
-0.027210265,-1.2538834
-0.0022803247,-1.2606621
-0.031429261,-1.2649498
-0.026250929,-1.2703056
-0.047355324,-1.2747231
-0.025741011,-1.2803802
-0.085186154,-1.2847939
-0.073310226,-1.2891693
-0.12185302,-1.2942009
-0.10863838,-1.3012066
-0.15109894,-1.3049583
-0.14900079,-1.3094521
-0.16332415,-1.3138695
-0.16965881,-1.3192863
-0.19142273,-1.324255
-0.20856777,-1.3295555
-0.26506832,-1.3346195
-0.2668049,-1.3397522
-0.29032233,-1.3441982
-0.30311701,-1.3477573
-0.34161076,-1.3543129
-0.38657466,-1.3600235
-0.44436899,-1.3648415
-0.45169237,-1.368187
-0.47791687,-1.3750019
-0.50946593,-1.3796101
-0.57994497,-1.3853035
-0.59929037,-1.3905563
-0.64311266,-1.3965054
-0.69034052,-1.3993664
-0.73597646,-1.4037151
-0.75813293,-1.4103012
-0.84977472,-1.4144592
-0.88917494,-1.4202957
-0.92738247,-1.4241486
-1.0042026,-1.4304695
-1.0641367,-1.4351311
-1.1333609,-1.4400578
-1.2120128,-1.4436684
-1.2799357,-1.4490051
-1.3634088,-1.4538193
-1.4521991,-1.4604301
-1.5270123,-1.4646034
-1.6325784,-1.4699039
-1.720974,-1.4740849
-1.81129,-1.4786987
-1.9315755,-1.485899
-1.9743717,-1.4910641
-2.0769956,-1.4955273
-2.1564825,-1.4992256
-2.2636616,-1.5043144
-2.3911705,-1.5101662
-2.5025465,-1.5153732
-2.6065993,-1.5202084
-2.71702,-1.5246201
-2.8638935,-1.5298901
-2.9847839,-1.5342369
-3.1019533,-1.5406265
-3.204715,-1.5442123
-3.3246222,-1.5485802
-3.4608035,-1.5533485
-3.6097534,-1.559557
-3.7529347,-1.5639687
-3.873883,-1.5702934
-4.006135,-1.5741119
-4.1405134,-1.5792713
-4.2828918,-1.5843468
-4.4057064,-1.58992
-4.5361719,-1.5936127
-4.6906738,-1.599411
-4.8170147,-1.6043453
-4.9778233,-1.6080971
-5.123332,-1.6142883
-5.2745275,-1.6178131
-5.4179792,-1.6237888
-5.5674009,-1.631422
-5.7130556,-1.6368027
-5.8241186,-1.6407642
-5.9685602,-1.6449146
-6.1200399,-1.6486454
-6.2536278,-1.6537457
-6.4324207,-1.6582909
-6.5832176,-1.6637554
-6.7481508,-1.6692142
-6.9050055,-1.6740952
-7.0598183,-1.6782112
-7.218133,-1.683857
-7.3781738,-1.6899147
-7.5299377,-1.6935406
-7.6944933,-1.6995468
-7.8578434,-1.7036057
-8.0583391,-1.7094803
-8.2043991,-1.7139359
-8.3819723,-1.7192307
-8.5395041,-1.7234783
-8.7153339,-1.7283077
-8.8640032,-1.7344666
-9.0576315,-1.7390709
-9.2342138,-1.7438869
-9.4497023,-1.7506332
-9.5776682,-1.7529049
-9.7599344,-1.7577
-9.9247379,-1.7640934
-10.141744,-1.7685966
-10.2875,-1.7743587
-10.479951,-1.7787933
-10.637801,-1.7844639
-10.813512,-1.7893562
-10.984408,-1.7937508
-11.192903,-1.7988186
-11.342976,-1.8037167
-11.544187,-1.8088894
-11.701987,-1.8128738
-11.891711,-1.8187904
-12.04175,-1.8238907
-12.261721,-1.8291473
-12.410925,-1.83358
-12.595778,-1.8393364
-12.76344,-1.8445396
-12.925273,-1.8488674
-13.079719,-1.8535099
-13.277494,-1.8588676
-13.44593,-1.8645191
-13.639625,-1.8690033
-13.779813,-1.8738213
-13.972408,-1.8788395
-14.127203,-1.883976
-14.291986,-1.8877792
-14.443005,-1.8926945
-14.652561,-1.8991737
-14.793132,-1.9037552
-14.992172,-1.9073009
-15.131342,-1.9155197
-15.257897,-1.9195137
-15.366917,-1.9243832
-15.566881,-1.9288368
-15.705828,-1.9336109
-15.877905,-1.9380493
-16.03047,-1.9429684
-16.201979,-1.9493523
-16.344814,-1.9529953
-16.515257,-1.9592953
-16.650049,-1.9635353
-16.823112,-1.9684029
-16.943182,-1.9734402
-17.110107,-1.9785538
-17.234463,-1.9839554
-17.425739,-1.9890633
-17.534283,-1.9929142
-17.713013,-1.9989243
-17.805214,-2.0028744
-17.988155,-2.0089874
-18.06328,-2.0134468
-18.23764,-2.0175419
-18.359211,-2.0225639
-18.534552,-2.0280399
-18.647545,-2.0338459
-18.791945,-2.0381947
-18.915031,-2.043663
-19.055468,-2.0487919
-19.177643,-2.0537472
-19.320011,-2.0597649
-19.381367,-2.0641861
-19.520594,-2.0692787
-19.622276,-2.0735703
-19.774651,-2.0783482
-19.842844,-2.0842056
-19.992275,-2.0886459
-20.083326,-2.0935745
-20.230761,-2.0979137
-20.297848,-2.1041603
-20.433428,-2.1095314
-20.533739,-2.1134911
-20.671825,-2.118948
-20.736181,-2.1235962
-20.868244,-2.1287251
-20.935272,-2.1330795
-21.048954,-2.1383667
-21.155378,-2.1439056
-21.257069,-2.1490822
-21.332481,-2.1540985
-21.474655,-2.1592751
-21.507109,-2.1646996
-21.637501,-2.1674156
-21.711988,-2.1739883
-21.803335,-2.1786156
-21.90802,-2.184967
-22.000845,-2.1893806
-22.055107,-2.1928215
-22.16151,-2.1981544
-22.225071,-2.205143
-22.321907,-2.2086716
-22.370214,-2.2142944
-22.464273,-2.2181282
-22.525518,-2.2230339
-22.625952,-2.2289085
-22.675159,-2.2330589
-22.787991,-2.2379665
-22.816128,-2.243
-22.910931,-2.2483559
-22.955595,-2.2541809
-23.01346,-2.2590828
-23.067074,-2.2636147
-23.135078,-2.267828
-23.204243,-2.2734032
-23.289486,-2.277504
-23.309376,-2.2842064
-23.415302,-2.2900009
-23.442041,-2.2938061
-23.533789,-2.2979107
-23.562996,-2.3048248
-23.627121,-2.3083725
-23.666286,-2.3121948
-23.734972,-2.3189373
-23.758238,-2.3240452
